----------------------------- log1Hz20170708_1239.log --------------------------
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine	BS_target	TWA_target	BS_polar	Type_tgt	LeewayAng	LeewayMod	SET	DRIFT
08/07/17	16:05:34	23889	3.50	68	3.50	111	124	3.89	236	3.90	111	4540.6440N	1340.9242E	5.05	135	5.44	Y	1.11	0.07	47	0.47	
08/07/17	16:05:35	23890	3.50	68	3.50	111	124	3.89	238	3.90	111	4540.6436N	1340.9254E	4.97	135	5.38	Y	1.08	0.07	49	0.43	
08/07/17	16:05:36	23891	3.50	68	3.50	111	124	3.89	238	4.10	105	4540.6431N	1340.9265E	4.89	135	5.27	Y	1.05	0.06	50	0.50	
08/07/17	16:05:37	23892	3.60	67	3.40	111	126	3.87	240	4.10	105	4540.6431N	1340.9283E	4.68	135	5.01	Y	1.05	0.07	52	0.55	
08/07/17	16:05:38	23893	3.60	67	3.40	111	126	3.87	240	4.10	106	4540.6421N	1340.9307E	4.72	135	5.02	Y	1.05	0.07	53	0.56	
08/07/17	16:05:39	23894	3.70	67	3.40	111	127	3.93	240	4.10	106	4540.6421N	1340.9307E	4.95	135	5.21	Y	1.05	0.07	53	0.53	
08/07/17	16:05:40	23895	3.70	67	3.40	111	127	3.93	242	4.10	106	4540.6416N	1340.9341E	5.01	135	5.25	Y	1.05	0.07	54	0.51	
08/07/17	16:05:41	23896	3.70	67	3.40	111	127	3.93	242	4.40	107	4540.6416N	1340.9352E	5.02	135	5.24	Y	1.04	0.07	55	0.59	
08/07/17	16:05:42	23897	3.90	71	3.40	113	131	4.25	246	4.40	107	4540.6406N	1340.9366E	5.06	135	5.22	Y	1.06	0.07	56	0.58	
08/07/17	16:05:43	23898	3.90	71	3.40	113	131	4.25	246	4.50	111	4540.6401N	1340.9391E	5.21	136	5.24	Y	1.06	0.07	58	0.58	
08/07/17	16:05:44	23899	4.10	71	3.40	112	133	4.39	246	4.50	111	4540.6392N	1340.9409E	5.44	137	5.31	Y	1.05	0.07	59	0.51	
08/07/17	16:05:45	23900	4.10	74	3.40	112	134	4.53	248	4.50	111	4540.6387N	1340.9424E	5.52	137	5.33	Y	1.05	0.07	60	0.46	
08/07/17	16:05:46	23901	4.10	74	3.40	112	134	4.53	248	4.70	114	4540.6387N	1340.9434E	5.52	137	5.30	Y	1.03	0.07	62	0.51	
08/07/17	16:05:47	23902	4.30	77	3.40	110	137	4.83	250	4.70	114	4540.6377N	1340.9452E	5.56	137	5.40	Y	1.02	0.07	64	0.53	
08/07/17	16:05:48	23903	4.30	77	3.40	110	137	4.83	250	4.90	109	4540.6377N	1340.9468E	5.62	138	5.60	Y	0.99	0.07	66	0.55	
08/07/17	16:05:49	23904	4.50	77	3.40	106	138	4.98	245	4.90	109	4540.6372N	1340.9479E	5.69	138	5.69	Y	0.97	0.07	68	0.51	
08/07/17	16:05:50	23905	4.50	78	3.40	106	139	5.02	246	4.90	109	4540.6367N	1340.9512E	5.72	138	5.72	Y	0.98	0.08	69	0.50	
08/07/17	16:05:51	23906	4.50	78	3.40	106	139	5.02	246	4.90	98	4540.6362N	1340.9524E	5.76	138	5.76	Y	0.98	0.08	70	0.45	
08/07/17	16:05:52	23907	4.60	70	3.50	103	136	4.74	240	4.90	98	4540.6362N	1340.9543E	5.84	139	5.84	Y	0.96	0.08	70	0.48	
08/07/17	16:05:53	23908	4.60	70	3.50	103	136	4.74	240	4.80	101	4540.6357N	1340.9561E	5.73	138	5.73	Y	0.98	0.08	69	0.42	
08/07/17	16:05:54	23909	4.70	70	3.50	102	137	4.81	238	4.80	101	4540.6357N	1340.9572E	5.49	137	5.45	Y	1.00	0.08	69	0.29	
08/07/17	16:05:55	23910	4.70	69	3.60	102	135	4.76	237	4.80	101	4540.6353N	1340.9609E	5.41	137	5.32	Y	1.01	0.08	69	0.19	
08/07/17	16:05:56	23911	4.70	69	3.60	102	135	4.76	237	5.00	97	4540.6348N	1340.9622E	5.45	137	5.32	Y	1.02	0.08	68	0.27	
08/07/17	16:05:57	23912	4.70	69	3.70	103	134	4.84	239	5.00	97	4540.6343N	1340.9641E	5.49	137	5.26	Y	1.04	0.09	68	0.36	
08/07/17	16:05:58	23913	4.70	69	3.70	103	134	4.84	239	5.00	102	4540.6338N	1340.9659E	5.57	137	5.31	Y	1.05	0.09	68	0.33	
08/07/17	16:05:59	23914	4.70	69	3.70	101	134	4.84	237	5.00	102	4540.6338N	1340.9670E	5.68	138	5.42	Y	1.05	0.09	69	0.31	
08/07/17	16:06:00	23915	4.80	70	3.70	101	135	4.93	238	5.00	102	4540.6338N	1340.9692E	5.72	138	5.46	Y	1.04	0.09	70	0.27	
08/07/17	16:06:01	23916	4.80	70	3.70	101	135	4.93	238	4.90	97	4540.6333N	1340.9720E	5.69	138	5.48	Y	1.02	0.09	70	0.20	
08/07/17	16:06:02	23917	4.80	66	3.60	100	136	4.71	237	4.90	97	4540.6328N	1340.9742E	5.65	138	5.54	Y	0.98	0.08	70	0.19	
08/07/17	16:06:03	23918	4.80	66	3.60	100	136	4.71	237	5.00	93	4540.6323N	1340.9760E	5.51	137	5.29	Y	0.95	0.08	69	0.31	
08/07/17	16:06:04	23919	4.80	66	3.60	100	136	4.71	237	5.00	93	4540.6323N	1340.9769E	5.27	136	5.17	Y	0.94	0.08	67	0.41	
08/07/17	16:06:05	23920	4.80	65	3.60	100	135	4.65	237	5.00	93	4540.6318N	1340.9789E	5.20	136	5.13	Y	0.95	0.08	66	0.47	
08/07/17	16:06:07	23921	4.80	65	3.60	100	135	4.65	237	4.70	102	4540.6318N	1340.9821E	5.24	136	5.15	Y	0.95	0.08	66	0.18	
08/07/17	16:06:07	23922	4.70	67	3.40	98	137	4.60	236	4.70	102	4540.6313N	1340.9839E	5.28	136	5.17	Y	0.95	0.08	67	0.17	
08/07/17	16:06:08	23923	4.70	67	3.40	98	137	4.60	241	4.70	102	4540.6313N	1340.9856E	5.29	136	5.17	Y	0.94	0.08	69	0.27	
08/07/17	16:06:09	23924	4.70	67	3.40	98	137	4.60	241	5.00	92	4540.6313N	1340.9866E	5.33	136	5.33	Y	0.91	0.07	69	0.19	
08/07/17	16:06:10	23925	4.70	68	3.30	98	139	4.63	240	5.00	92	4540.6313N	1340.9886E	5.41	137	5.41	Y	0.88	0.07	69	0.31	
08/07/17	16:06:12	23926	4.70	68	3.30	98	139	4.63	240	4.80	99	4540.6309N	1340.9916E	5.43	137	5.43	Y	0.88	0.07	69	0.22	
08/07/17	16:06:13	23927	4.60	68	3.10	97	140	4.49	239	4.80	99	4540.6304N	1340.9935E	5.43	137	5.43	Y	0.88	0.07	70	0.20	
08/07/17	16:06:14	23928	4.60	68	3.10	97	140	4.49	241	4.80	89	4540.6304N	1340.9950E	5.43	137	5.43	Y	0.87	0.07	69	0.31	
08/07/17	16:06:15	23929	4.60	68	3.10	97	140	4.49	241	5.00	89	4540.6304N	1340.9961E	5.41	137	5.41	Y	0.86	0.07	68	0.50	
08/07/17	16:06:16	23930	4.70	68	3.20	98	140	4.58	239	5.00	89	4540.6304N	1340.9983E	5.37	137	5.37	Y	0.87	0.07	67	0.64	
08/07/17	16:06:17	23931	4.70	68	3.20	98	140	4.58	239	4.70	94	4540.6299N	1341.0010E	5.38	137	5.38	Y	0.90	0.07	66	0.54	
08/07/17	16:06:18	23932	4.60	68	3.20	104	139	4.51	244	4.70	94	4540.6299N	1341.0031E	5.42	137	5.42	Y	0.92	0.07	64	0.48	
08/07/17	16:06:19	23933	4.60	63	3.30	104	136	4.26	239	4.70	94	4540.6299N	1341.0050E	5.43	137	5.43	Y	0.91	0.07	63	0.56	
08/07/17	16:06:20	23934	4.60	63	3.30	104	136	4.26	239	5.00	97	4540.6299N	1341.0059E	5.30	136	5.30	Y	0.93	0.07	62	0.62	
08/07/17	16:06:21	23935	4.60	62	3.50	110	134	4.25	242	5.00	97	4540.6294N	1341.0082E	5.06	135	5.04	Y	0.98	0.08	62	0.70	
08/07/17	16:06:22	23936	4.60	62	3.50	110	134	4.25	242	4.90	111	4540.6284N	1341.0107E	5.07	135	5.08	Y	1.02	0.08	62	0.48	
08/07/17	16:06:23	23937	4.60	62	3.50	114	134	4.25	246	4.90	111	4540.6279N	1341.0125E	5.25	136	5.23	Y	1.04	0.08	63	0.36	
08/07/17	16:06:24	23938	4.60	61	3.60	114	132	4.24	246	4.90	111	4540.6279N	1341.0142E	5.30	136	5.28	Y	1.04	0.08	64	0.33	
08/07/17	16:06:25	23939	4.60	61	3.60	114	132	4.24	246	4.90	111	4540.6274N	1341.0151E	5.26	136	5.26	Y	1.04	0.08	64	0.35	
08/07/17	16:06:26	23940	4.60	59	3.80	117	129	4.21	246	4.90	111	4540.6265N	1341.0172E	5.22	136	5.25	Y	1.04	0.08	64	0.38	
08/07/17	16:06:27	23941	4.60	59	3.80	117	129	4.21	246	5.10	116	4540.6255N	1341.0199E	5.19	136	5.27	Y	1.06	0.09	65	0.41	
08/07/17	16:06:28	23942	4.70	59	3.80	118	130	4.27	247	5.10	116	4540.6255N	1341.0199E	5.19	136	5.27	Y	1.07	0.09	66	0.41	
08/07/17	16:06:29	23943	4.70	63	4.20	118	127	4.68	246	5.10	116	4540.6240N	1341.0234E	5.14	136	5.33	Y	1.13	0.09	67	0.41	
08/07/17	16:06:30	23944	4.70	63	4.20	118	127	4.68	246	5.00	118	4540.6240N	1341.0240E	5.70	138	5.66	Y	1.17	0.10	69	0.36	
08/07/17	16:06:31	23945	4.90	68	4.50	116	128	5.26	245	5.00	118	4540.6230N	1341.0261E	5.70	138	5.66	Y	1.23	0.10	70	0.27	
08/07/17	16:06:32	23946	4.90	68	4.50	116	128	5.26	245	5.30	114	4540.6221N	1341.0284E	5.97	139	5.80	Y	1.25	0.11	72	0.29	
08/07/17	16:06:33	23947	5.00	68	4.50	112	128	5.32	241	5.30	114	4540.6221N	1341.0284E	5.97	139	5.80	Y	1.25	0.11	73	0.31	
08/07/17	16:06:34	23948	5.00	69	4.50	112	129	5.42	242	5.30	114	4540.6211N	1341.0325E	6.24	140	5.89	Y	1.24	0.11	75	0.34	
08/07/17	16:06:35	23949	5.00	69	4.50	112	129	5.42	242	5.30	110	4540.6206N	1341.0334E	6.24	140	5.89	Y	1.22	0.11	76	0.33	
08/07/17	16:06:36	23950	5.00	71	4.50	109	130	5.51	240	5.30	110	4540.6201N	1341.0356E	6.16	140	5.82	Y	1.20	0.10	77	0.31	
08/07/17	16:06:37	23951	5.00	71	4.50	109	130	5.51	240	5.20	110	4540.6196N	1341.0375E	6.12	140	5.77	Y	1.19	0.10	79	0.29	
08/07/17	16:06:38	23952	5.10	71	4.50	109	130	5.58	240	5.20	110	4540.6196N	1341.0385E	6.08	140	5.73	Y	1.18	0.10	80	0.25	
08/07/17	16:06:39	23953	5.10	71	4.50	109	130	5.57	241	5.20	110	4540.6182N	1341.0420E	6.07	139	5.72	Y	1.18	0.10	82	0.23	
08/07/17	16:06:40	23954	5.10	71	4.50	109	130	5.57	241	5.20	109	4540.6177N	1341.0432E	6.07	140	5.71	Y	1.17	0.10	84	0.20	
08/07/17	16:06:41	23955	5.10	69	4.20	106	132	5.30	240	5.20	109	4540.6172N	1341.0455E	6.07	139	5.69	Y	1.14	0.10	86	0.21	
08/07/17	16:06:42	23956	5.10	69	4.20	106	132	5.30	240	4.90	110	4540.6167N	1341.0470E	5.98	139	5.62	Y	1.11	0.10	87	0.28	
08/07/17	16:06:43	23957	5.00	69	4.20	101	132	5.23	235	5.00	110	4540.6162N	1341.0481E	5.83	138	5.51	Y	1.10	0.10	89	0.41	
08/07/17	16:06:44	23958	5.00	71	4.10	101	133	5.32	239	5.00	110	4540.6157N	1341.0518E	5.77	138	5.48	Y	1.10	0.10	91	0.61	
08/07/17	16:06:45	23959	5.00	71	4.10	101	133	5.32	239	4.80	92	4540.6157N	1341.0525E	5.88	139	5.48	Y	1.08	0.09	91	0.25	
08/07/17	16:06:46	23960	4.80	63	3.90	98	131	4.63	233	4.80	92	4540.6157N	1341.0549E	6.03	139	5.81	Y	0.97	0.08	89	0.34	
08/07/17	16:06:47	23961	4.80	63	3.90	98	131	4.63	233	4.80	82	4540.6162N	1341.0564E	5.68	138	5.62	Y	0.94	0.08	87	0.76	
08/07/17	16:06:48	23962	4.60	63	3.90	108	129	4.50	243	4.80	82	4540.6162N	1341.0576E	4.94	135	4.94	Y	0.92	0.08	84	1.12	
08/07/17	16:06:49	23963	4.60	51	3.70	108	128	3.65	243	4.80	82	4540.6162N	1341.0597E	4.53	135	4.53	Y	0.89	0.07	82	1.48	
08/07/17	16:06:50	23964	4.60	51	3.70	108	128	3.65	243	4.60	101	4540.6157N	1341.0624E	4.49	135	4.49	Y	0.87	0.07	80	1.16	
08/07/17	16:06:51	23965	4.40	50	3.70	124	126	3.51	247	4.60	101	4540.6152N	1341.0643E	4.19	135	4.19	Y	0.91	0.07	78	1.00	
08/07/17	16:06:52	23966	4.40	50	3.70	124	126	3.51	247	4.40	126	4540.6147N	1341.0656E	4.14	135	4.29	Y	0.99	0.08	77	0.49	
08/07/17	16:06:53	23967	4.30	50	3.70	138	124	3.45	261	4.30	126	4540.6143N	1341.0664E	4.24	135	4.64	Y	1.03	0.08	75	0.27	
08/07/17	16:06:54	23968	4.30	49	4.10	138	118	3.51	250	4.30	126	4540.6138N	1341.0677E	4.25	135	4.75	Y	1.08	0.08	74	0.41	
08/07/17	16:06:55	23969	4.30	49	4.10	138	118	3.51	250	4.00	133	4540.6123N	1341.0696E	4.33	135	4.80	Y	1.14	0.09	72	0.48	
08/07/17	16:06:56	23970	4.10	51	4.40	145	111	3.66	250	4.00	133	4540.6113N	1341.0710E	4.47	135	5.21	Y	1.20	0.09	71	0.51	
08/07/17	16:06:57	23971	4.10	51	4.40	145	111	3.66	250	3.90	138	4540.6108N	1341.0719E	4.59	135	5.51	Y	1.24	0.09	69	0.50	
08/07/17	16:06:58	23972	4.10	51	4.40	151	111	3.66	256	3.90	138	4540.6099N	1341.0724E	4.71	135	5.65	Y	1.25	0.09	68	0.55	
08/07/17	16:06:59	23973	3.80	49	4.50	151	104	3.52	250	3.90	138	4540.6094N	1341.0732E	4.76	135	5.71	Y	1.23	0.08	67	0.64	
08/07/17	16:07:00	23974	3.80	49	4.50	151	104	3.52	250	3.60	147	4540.6079N	1341.0742E	4.59	135	5.51	Y	1.23	0.08	66	0.53	
08/07/17	16:07:01	23975	3.60	52	5.20	155	95	4.10	245	3.60	147	4540.6069N	1341.0751E	4.32	135	5.18	Y	1.08	0.07	66	0.44	
08/07/17	16:07:02	23976	3.60	52	5.20	155	95	4.10	245	3.50	151	4540.6064N	1341.0757E	4.73	135	5.68	Y	1.05	0.07	65	0.36	
08/07/17	16:07:03	23977	3.40	52	5.20	157	93	4.09	247	3.50	151	4540.6060N	1341.0762E	5.37	137	6.20	Y	1.00	0.06	65	0.31	
08/07/17	16:07:04	23978	3.40	53	5.70	157	89	4.53	243	3.50	151	4540.6050N	1341.0768E	5.53	43	6.29	Y	1.02	0.06	66	0.31	
08/07/17	16:07:05	23979	3.40	53	5.70	157	89	4.53	243	3.40	150	4540.6035N	1341.0775E	5.53	43	6.29	Y	1.07	0.06	66	0.35	
08/07/17	16:07:06	23980	3.30	51	5.70	161	86	4.44	245	3.40	150	4540.6025N	1341.0780E	5.61	43	6.34	Y	1.06	0.06	66	0.40	
08/07/17	16:07:07	23981	3.30	51	5.70	161	86	4.44	245	3.20	161	4540.6021N	1341.0782E	5.53	43	6.29	Y	1.06	0.06	66	0.21	
08/07/17	16:07:08	23982	3.20	51	5.70	163	85	4.45	247	3.20	161	4540.6016N	1341.0784E	5.33	44	6.18	Y	1.08	0.06	65	0.08	
08/07/17	16:07:09	23983	3.20	53	5.50	163	89	4.39	254	3.20	161	4540.6006N	1341.0789E	5.27	44	6.15	Y	1.05	0.06	64	0.03	
08/07/17	16:07:10	23984	3.20	53	5.50	163	89	4.39	254	3.20	164	4540.5991N	1341.0792E	5.28	44	6.16	Y	0.99	0.06	63	0.09	
08/07/17	16:07:11	23985	3.10	59	5.30	161	94	4.54	262	3.20	164	4540.5981N	1341.0795E	5.29	136	6.16	Y	1.05	0.06	64	0.18	
08/07/17	16:07:12	23986	3.10	59	5.30	161	94	4.54	262	3.10	148	4540.5972N	1341.0800E	5.35	136	6.19	Y	1.13	0.06	64	0.17	
08/07/17	16:07:13	23987	3.00	59	5.30	158	93	4.54	260	3.10	148	4540.5967N	1341.0804E	5.47	137	6.26	Y	1.43	0.08	64	0.31	
08/07/17	16:07:15	23988	3.00	62	5.00	158	98	4.47	261	3.10	148	4540.5957N	1341.0808E	5.51	137	6.27	Y	1.42	0.08	65	0.40	
08/07/17	16:07:16	23989	3.00	62	5.00	158	98	4.47	261	3.10	155	4540.5952N	1341.0813E	5.50	137	6.26	Y	1.42	0.07	65	0.30	
08/07/17	16:07:17	23990	3.00	63	5.20	158	97	4.66	254	3.10	155	4540.5942N	1341.0818E	5.50	137	6.27	Y	1.44	0.08	66	0.22	
08/07/17	16:07:18	23991	3.00	63	5.20	158	97	4.66	254	3.10	149	4540.5933N	1341.0822E	5.54	137	6.29	Y	1.15	0.06	67	0.32	
08/07/17	16:07:19	23992	2.90	63	5.20	159	96	4.64	255	3.10	149	4540.5928N	1341.0825E	5.62	138	6.34	Y	1.12	0.06	68	0.40	
08/07/17	16:07:20	23993	2.90	58	5.30	159	91	4.47	246	3.10	149	4540.5913N	1341.0834E	5.65	138	6.35	Y	1.05	0.05	68	0.47	
08/07/17	16:07:21	23994	2.90	58	5.30	159	91	4.47	246	3.10	160	4540.5908N	1341.0835E	5.53	137	6.29	Y	0.97	0.05	69	0.33	
08/07/17	16:07:22	23995	2.90	57	5.50	159	89	4.60	246	3.10	160	4540.5898N	1341.0837E	5.33	44	6.18	Y	1.03	0.05	71	0.23	
08/07/17	16:07:23	23996	2.90	57	5.50	159	89	4.60	246	3.20	155	4540.5894N	1341.0842E	5.33	44	6.18	Y	1.06	0.05	73	0.26	
08/07/17	16:07:24	23997	2.90	57	5.50	159	89	4.60	245	3.20	155	4540.5889N	1341.0845E	5.46	43	6.26	Y	1.06	0.05	75	0.30	
08/07/17	16:07:25	23998	2.90	54	5.50	159	85	4.44	242	3.20	155	4540.5869N	1341.0854E	5.50	43	6.28	Y	1.06	0.05	76	0.33	
08/07/17	16:07:26	23999	2.90	54	5.50	159	85	4.44	242	3.20	146	4540.5869N	1341.0861E	5.42	43	6.24	Y	1.08	0.05	77	0.47	
08/07/17	16:07:27	24000	2.80	53	5.80	161	82	4.70	242	3.20	146	4540.5854N	1341.0865E	5.31	44	6.17	Y	1.13	0.06	78	0.61	
08/07/17	16:07:28	24001	2.80	53	5.80	161	82	4.70	242	3.40	157	4540.5850N	1341.0869E	5.38	44	6.21	Y	1.16	0.06	79	0.60	
08/07/17	16:07:29	24002	2.90	53	5.80	164	83	4.69	245	3.40	157	4540.5845N	1341.0872E	5.58	43	6.33	Y	1.16	0.06	81	0.58	
08/07/17	16:07:30	24003	2.90	53	6.00	164	81	4.84	245	3.40	157	4540.5835N	1341.0879E	5.64	43	6.36	Y	1.16	0.06	82	0.57	
08/07/17	16:07:31	24004	2.90	53	6.00	164	81	4.84	245	3.40	148	4540.5820N	1341.0887E	5.63	43	6.35	Y	1.16	0.06	83	0.69	
08/07/17	16:07:32	24005	3.00	50	6.10	168	79	4.78	245	3.40	148	4540.5811N	1341.0894E	5.63	43	6.36	Y	1.16	0.06	83	0.81	
08/07/17	16:07:33	24006	3.00	50	6.10	168	79	4.78	245	3.80	153	4540.5801N	1341.0898E	5.59	43	6.33	Y	1.19	0.06	84	0.96	
08/07/17	16:07:34	24007	3.10	50	6.10	176	80	4.76	253	3.80	153	4540.5796N	1341.0902E	5.51	43	6.29	Y	1.20	0.06	85	1.09	
08/07/17	16:07:35	24008	3.10	46	6.50	176	73	4.89	244	3.80	153	4540.5781N	1341.0909E	5.56	43	6.31	Y	1.25	0.07	85	1.25	
08/07/17	16:07:36	24009	3.10	46	6.50	176	73	4.89	244	3.50	173	4540.5771N	1341.0911E	5.67	43	6.27	Y	1.31	0.07	86	0.94	
08/07/17	16:07:37	24010	3.20	41	6.90	182	66	4.94	242	3.50	173	4540.5762N	1341.0911E	5.67	43	6.27	Y	2.26	0.12	88	0.64	
08/07/17	16:07:38	24011	3.20	41	6.90	182	66	4.94	242	3.70	182	4540.5752N	1341.0911E	5.69	43	6.19	Y	2.32	0.13	89	0.50	
08/07/17	16:07:39	24012	3.20	41	6.90	184	66	4.94	244	3.60	182	4540.5747N	1341.0909E	5.64	43	5.92	Y	2.36	0.13	91	0.44	
08/07/17	16:07:40	24013	3.30	37	7.30	184	61	5.09	242	3.60	182	4540.5737N	1341.0907E	5.63	43	5.88	Y	2.38	0.14	93	0.38	
08/07/17	16:07:41	24014	3.30	37	7.30	184	61	5.09	242	3.50	181	4540.5723N	1341.0906E	5.65	43	5.89	Y	2.40	0.14	95	0.30	
08/07/17	16:07:42	24015	3.40	36	7.50	183	59	5.16	241	3.50	181	4540.5713N	1341.0905E	5.69	43	5.87	Y	2.43	0.14	97	0.21	
08/07/17	16:07:43	24016	3.40	36	7.50	183	59	5.16	241	3.70	190	4540.5703N	1341.0903E	5.75	42	5.89	Y	2.44	0.14	98	0.33	
08/07/17	16:07:44	24017	3.40	36	7.50	180	59	5.16	238	3.70	190	4540.5698N	1341.0901E	5.82	42	5.92	Y	2.45	0.14	99	0.52	
08/07/17	16:07:45	24018	3.50	36	7.60	180	60	5.21	240	3.70	190	4540.5684N	1341.0897E	5.85	42	5.92	Y	2.44	0.15	100	0.67	
08/07/17	16:07:46	24019	3.50	36	7.60	180	60	5.21	240	3.80	177	4540.5669N	1341.0896E	5.84	42	5.94	Y	2.43	0.15	102	0.51	
08/07/17	16:07:47	24020	3.60	36	7.50	176	61	5.06	236	3.80	177	4540.5659N	1341.0897E	5.84	42	5.96	Y	2.42	0.15	104	0.35	
08/07/17	16:07:48	24021	3.60	36	7.50	176	61	5.06	238	3.80	168	4540.5649N	1341.0898E	5.84	42	5.97	Y	2.36	0.15	106	0.27	
08/07/17	16:07:49	24022	3.60	36	7.50	176	61	5.06	238	3.80	168	4540.5645N	1341.0898E	5.75	42	5.96	Y	2.32	0.15	107	0.29	
08/07/17	16:07:50	24023	3.70	36	7.60	173	62	5.12	237	3.80	168	4540.5630N	1341.0901E	5.60	43	5.93	Y	2.35	0.15	107	0.29	
08/07/17	16:07:51	24024	3.70	36	7.60	173	62	5.12	237	4.10	167	4540.5615N	1341.0905E	5.61	43	5.95	Y	2.35	0.15	108	0.36	
08/07/17	16:07:52	24025	3.80	36	7.50	174	63	4.95	238	4.10	167	4540.5605N	1341.0908E	5.74	42	6.02	Y	2.35	0.15	108	0.40	
08/07/17	16:07:53	24026	3.80	36	7.50	174	63	4.95	238	4.00	168	4540.5596N	1341.0912E	5.78	42	6.05	Y	2.31	0.15	109	0.36	
08/07/17	16:07:54	24027	3.80	36	7.50	174	63	4.95	238	4.10	168	4540.5586N	1341.0913E	5.70	42	6.16	Y	2.29	0.15	110	0.36	
08/07/17	16:07:55	24028	3.90	36	7.70	176	62	5.07	239	4.10	168	4540.5576N	1341.0914E	5.59	43	6.10	Y	2.34	0.16	110	0.35	
08/07/17	16:07:56	24029	3.90	36	7.70	176	62	5.07	239	4.30	171	4540.5557N	1341.0916E	5.64	43	6.11	Y	2.38	0.16	111	0.38	
08/07/17	16:07:57	24030	4.00	36	7.70	179	63	5.03	241	4.30	171	4540.5542N	1341.0916E	5.80	42	6.15	Y	2.38	0.16	112	0.39	
08/07/17	16:07:58	24031	4.00	35	7.90	179	61	5.14	238	4.30	171	4540.5532N	1341.0917E	5.85	42	6.16	Y	2.39	0.17	112	0.42	
08/07/17	16:07:59	24032	4.00	35	7.90	179	61	5.14	238	4.40	166	4540.5527N	1341.0920E	5.84	42	6.13	Y	2.42	0.17	112	0.60	
08/07/17	16:08:00	24033	4.10	32	8.30	183	57	5.32	236	4.40	166	4540.5513N	1341.0928E	5.84	42	5.96	Y	2.48	0.18	112	0.77	
08/07/17	16:08:01	24034	4.10	32	8.30	183	57	5.32	236	4.60	172	4540.5493N	1341.0931E	5.90	42	5.93	Y	2.54	0.18	112	0.83	
08/07/17	16:08:02	24035	4.10	32	8.30	196	57	5.32	249	4.60	172	4540.5479N	1341.0936E	6.02	41	5.89	Y	2.56	0.18	112	0.95	
08/07/17	16:08:03	24036	4.10	27	9.30	196	45	5.93	231	4.60	172	4540.5469N	1341.0935E	6.06	41	5.88	Y	2.72	0.19	112	1.25	
08/07/17	16:08:04	24037	4.10	27	9.30	196	45	5.93	231	4.80	182	4540.5464N	1341.0931E	6.26	40	6.03	Y	2.81	0.20	113	1.36	
08/07/17	16:08:05	24038	4.00	15	9.70	220	25	5.93	228	4.80	182	4540.5449N	1341.0927E	6.54	39	6.22	Y	2.75	0.19	113	1.59	
08/07/17	16:08:06	24039	4.00	15	9.70	220	25	5.93	228	4.80	207	4540.5430N	1341.0914E	6.57	39	4.41	Y	2.56	0.18	114	1.50	
08/07/17	16:08:07	24040	3.70	15	9.70	252	24	6.21	260	4.80	207	4540.5430N	1341.0914E	6.46	40	1.91	Y	2.39	0.16	115	1.69	
08/07/17	16:08:08	24041	3.70	0	9.10	252	0	5.40	230	4.80	207	4540.5420N	1341.0890E	6.43	40	1.12	Y	2.10	0.14	116	2.30	
08/07/17	16:08:09	24042	3.70	0	9.10	252	0	5.40	230	3.40	253	4540.5420N	1341.0885E	6.28	320	0.14	Y	-2.28	0.15	118	1.74	
08/07/17	16:08:10	24043	3.40	346	8.30	278	-23	5.06	237	3.40	253	4540.5420N	1341.0869E	5.93	318	2.77	Y	-2.41	0.15	119	1.24	
08/07/17	16:08:12	24044	3.40	346	8.30	278	-23	5.06	237	3.30	294	4540.5430N	1341.0851E	5.75	318	3.56	Y	-2.47	0.15	117	0.36	
08/07/17	16:08:12	24045	3.20	346	8.30	290	-22	5.24	250	3.30	294	4540.5430N	1341.0851E	5.66	317	5.13	Y	-2.48	0.14	116	0.32	
08/07/17	16:08:13	24046	3.20	338	7.70	290	-37	4.89	243	3.30	294	4540.5439N	1341.0826E	5.62	317	5.49	Y	-2.46	0.14	114	0.27	
08/07/17	16:08:15	24047	3.20	338	7.70	290	-37	4.89	243	3.60	311	4540.5444N	1341.0822E	5.61	317	5.61	Y	-2.45	0.14	112	0.55	
08/07/17	16:08:16	24048	3.20	336	7.80	289	-40	5.07	247	3.60	311	4540.5454N	1341.0809E	5.57	317	5.85	Y	-2.51	0.14	110	0.84	
08/07/17	16:08:17	24049	3.20	336	7.80	289	-40	5.07	247	3.50	298	4540.5454N	1341.0800E	5.67	317	5.53	Y	-2.55	0.14	108	0.77	
08/07/17	16:08:18	24050	3.30	336	7.80	285	-40	4.99	243	3.50	298	4540.5459N	1341.0793E	5.86	318	5.93	Y	-2.57	0.15	106	0.65	
08/07/17	16:08:19	24051	3.30	336	8.30	285	-39	5.46	246	3.50	298	4540.5464N	1341.0782E	5.92	318	5.94	Y	-2.61	0.15	104	0.62	
08/07/17	16:08:20	24052	3.30	336	8.30	285	-39	5.46	246	3.80	296	4540.5469N	1341.0763E	5.97	318	5.91	Y	-2.63	0.15	101	0.66	
08/07/17	16:08:21	24053	3.40	337	8.40	281	-37	5.43	245	3.80	296	4540.5474N	1341.0750E	6.09	319	5.77	Y	-2.59	0.15	99	0.71	
08/07/17	16:08:22	24054	3.40	337	8.40	281	-37	5.43	245	3.60	293	4540.5474N	1341.0741E	6.04	319	5.46	Y	-2.56	0.15	97	0.67	
