----------------------------- log1Hz20170311_1212 --------------------------  
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine  
11/03/17	02:28:03	8210	5.29	138	3.00	125	165	7.77	290	5.30	123	4530.1826N	1329.6852E	
11/03/17	02:28:04	8211	5.21	137	3.00	124	165	7.68	288	5.20	124	4530.1821N	1329.6871E	
11/03/17	02:28:05	8212	5.02	139	2.91	125	165	7.46	290	5.00	126	4530.1812N	1329.6888E	
11/03/17	02:28:06	8213	4.91	135	2.90	128	164	7.27	292	4.90	127	4530.1807N	1329.6904E	
11/03/17	02:28:07	8214	4.81	135	2.90	129	163	7.16	292	4.80	128	4530.1797N	1329.6920E	
11/03/17	02:28:08	8215	4.98	131	2.90	130	163	7.23	293	5.00	130	4530.1787N	1329.6938E	
11/03/17	02:28:09	8216	5.09	127	2.72	129	162	7.08	291	5.10	127	4530.1782N	1329.6953E	
11/03/17	02:28:10	8217	5.19	127	2.70	130	162	7.15	293	5.20	129	4530.1768N	1329.6967E	
11/03/17	02:28:11	8218	5.11	127	2.70	131	162	7.07	293	5.10	130	4530.1763N	1329.6981E	
11/03/17	02:28:12	8219	5.10	127	2.70	130	162	7.06	293	5.10	129	4530.1753N	1329.6997E	
11/03/17	02:28:13	8220	5.10	126	2.61	129	162	6.96	292	5.10	128	4530.1748N	1329.7018E	
11/03/17	02:28:14	8221	5.10	128	2.60	128	163	7.00	291	5.10	127	4530.1743N	1329.7037E	
11/03/17	02:28:15	8222	5.10	128	2.60	126	163	7.01	289	5.10	125	4530.1733N	1329.7054E	
11/03/17	02:28:16	8223	5.10	126	2.78	126	162	7.11	288	5.10	125	4530.1724N	1329.7074E	
11/03/17	02:28:17	8224	5.10	123	2.89	125	160	7.11	285	5.10	124	4530.1714N	1329.7089E	
11/03/17	02:28:18	8225	5.10	123	2.90	124	160	7.11	284	5.10	123	4530.1709N	1329.7106E	
11/03/17	02:28:19	8226	5.10	125	2.99	124	160	7.24	284	5.10	123	4530.1699N	1329.7129E	
11/03/17	02:28:20	8227	5.10	129	3.09	125	161	7.46	286	5.10	124	4530.1689N	1329.7144E	
11/03/17	02:28:21	8228	5.10	130	3.10	126	161	7.48	287	5.10	125	4530.1680N	1329.7159E	
11/03/17	02:28:22	8229	5.10	128	2.92	126	162	7.28	287	5.10	124	4530.1670N	1329.7177E	
11/03/17	02:28:23	8230	5.01	126	2.99	126	160	7.19	286	5.10	125	4530.1660N	1329.7192E	
11/03/17	02:28:24	8231	5.09	126	3.00	125	161	7.27	286	5.10	124	4530.1650N	1329.7209E	
11/03/17	02:28:25	8232	5.10	127	3.00	127	161	7.31	288	5.20	126	4530.1641N	1329.7227E	
11/03/17	02:28:26	8233	5.19	127	3.00	128	161	7.39	289	5.20	127	4530.1631N	1329.7244E	
11/03/17	02:28:27	8234	5.20	125	2.91	130	161	7.28	291	5.10	129	4530.1621N	1329.7260E	
11/03/17	02:28:29	8235	5.11	125	2.81	130	161	7.11	291	5.00	129	4530.1611N	1329.7272E	
11/03/17	02:28:30	8236	5.01	125	2.80	130	161	7.00	291	5.00	129	4530.1602N	1329.7284E	
11/03/17	02:28:31	8237	5.00	126	3.07	132	160	7.24	292	5.00	131	4530.1592N	1329.7299E	
11/03/17	02:28:32	8238	5.00	129	3.28	132	160	7.50	292	5.10	131	4530.1582N	1329.7312E	
11/03/17	02:28:33	8239	5.18	125	3.30	135	159	7.58	294	5.30	134	4530.1567N	1329.7325E	
11/03/17	02:28:34	8240	5.29	125	3.30	133	159	7.67	293	5.40	132	4530.1562N	1329.7343E	
11/03/17	02:28:35	8241	5.30	130	3.39	132	161	7.93	293	5.30	131	4530.1548N	1329.7354E	
11/03/17	02:28:36	8242	5.30	133	3.40	134	162	8.01	296	5.30	133	4530.1538N	1329.7365E	
11/03/17	02:28:37	8243	5.21	133	3.40	135	162	7.93	296	5.20	134	4530.1528N	1329.7378E	
11/03/17	02:28:38	8244	5.11	133	3.40	135	161	7.83	297	5.10	134	4530.1523N	1329.7390E	
11/03/17	02:28:39	8245	5.10	128	3.31	137	160	7.62	297	5.10	136	4530.1514N	1329.7402E	
11/03/17	02:28:40	8246	5.10	128	3.39	136	160	7.67	295	5.10	134	4530.1509N	1329.7416E	
11/03/17	02:28:41	8247	5.10	127	3.67	136	158	7.88	294	5.10	135	4530.1499N	1329.7430E	
11/03/17	02:28:42	8248	5.19	127	3.70	135	158	7.98	293	5.20	134	4530.1489N	1329.7448E	
11/03/17	02:28:43	8249	5.29	121	3.88	133	155	8.00	288	5.30	132	4530.1479N	1329.7465E	
11/03/17	02:28:44	8250	5.39	121	3.72	130	156	7.97	287	5.40	129	4530.1470N	1329.7484E	
11/03/17	02:28:45	8251	5.22	121	3.70	125	156	7.80	281	5.20	124	4530.1465N	1329.7505E	
11/03/17	02:28:46	8252	5.11	121	3.97	118	155	7.92	273	5.00	116	4530.1460N	1329.7524E	
11/03/17	02:28:47	8253	4.83	135	4.09	107	160	8.26	267	4.70	105	4530.1455N	1329.7542E	
11/03/17	02:28:48	8254	4.08	137	4.10	96	158	7.61	254	3.80	94	4530.1460N	1329.7552E	
11/03/17	02:28:49	8255	3.65	164	3.83	77	172	7.41	249	3.60	75	4530.1465N	1329.7563E	
11/03/17	02:28:50	8256	3.51	225	3.44	67	202	6.43	269	3.50	66	4530.1470N	1329.7574E	
11/03/17	02:28:51	8257	3.68	248	3.40	53	213	5.86	266	3.80	52	4530.1475N	1329.7592E	
11/03/17	02:28:52	8258	3.97	251	3.40	46	212	6.02	258	4.10	45	4530.1489N	1329.7601E	
11/03/17	02:28:53	8259	4.27	261	4.03	46	219	6.32	265	4.40	47	4530.1494N	1329.7610E	
11/03/17	02:28:54	8260	4.57	263	4.81	46	223	7.04	268	4.60	46	4530.1504N	1329.7625E	
11/03/17	02:28:55	8261	4.69	263	4.89	50	223	7.18	272	4.80	51	4530.1514N	1329.7640E	
11/03/17	02:28:56	8262	4.79	263	4.99	53	223	7.32	276	4.90	54	4530.1519N	1329.7657E	
11/03/17	02:28:57	8263	4.89	258	5.00	55	219	7.71	274	4.90	56	4530.1528N	1329.7675E	
11/03/17	02:28:58	8264	4.90	254	4.91	57	217	7.82	274	5.00	58	4530.1533N	1329.7694E	
11/03/17	02:28:59	8265	5.17	254	4.90	59	216	8.04	275	5.20	59	4530.1543N	1329.7710E	
11/03/17	02:29:00	8266	5.20	255	4.72	59	215	7.88	274	5.30	59	4530.1548N	1329.7729E	
11/03/17	02:29:01	8267	5.29	250	4.61	60	212	8.14	272	5.30	60	4530.1553N	1329.7747E	
11/03/17	02:29:02	8268	4.94	249	4.60	59	213	7.86	272	4.90	61	4530.1558N	1329.7764E	
11/03/17	02:29:03	8269	4.81	247	4.33	61	212	7.62	272	4.80	62	4530.1562N	1329.7783E	
11/03/17	02:29:04	8270	4.80	247	4.30	63	211	7.60	275	4.80	64	4530.1562N	1329.7803E	
11/03/17	02:29:05	8271	4.44	243	3.85	68	209	7.06	277	4.40	69	4530.1567N	1329.7822E	
11/03/17	02:29:06	8272	4.67	243	3.81	67	208	7.24	275	4.70	67	4530.1567N	1329.7845E	
11/03/17	02:29:07	8273	4.88	241	3.62	66	206	7.34	271	4.90	66	4530.1572N	1329.7865E	
11/03/17	02:29:08	8274	4.99	241	3.60	62	205	7.43	267	5.00	62	4530.1577N	1329.7885E	
11/03/17	02:29:09	8275	4.91	242	3.42	62	205	7.18	267	4.90	63	4530.1582N	1329.7899E	
11/03/17	02:29:10	8276	4.90	249	3.13	59	206	6.69	265	4.90	58	4530.1592N	1329.7917E	
11/03/17	02:29:11	8277	4.81	250	3.10	54	206	6.56	261	4.80	54	4530.1606N	1329.7930E	
11/03/17	02:29:12	8278	4.89	255	3.01	56	207	6.36	264	4.90	57	4530.1611N	1329.7946E	
11/03/17	02:29:13	8279	4.90	257	3.09	57	208	6.36	265	4.90	57	4530.1616N	1329.7961E	
11/03/17	02:29:14	8280	4.72	257	3.10	56	209	6.20	265	4.70	56	4530.1626N	1329.7975E	
11/03/17	02:29:15	8281	4.79	261	3.37	57	212	6.25	269	4.90	58	4530.1636N	1329.7996E	
11/03/17	02:29:16	8282	4.98	265	3.76	58	215	6.51	273	5.00	59	4530.1646N	1329.8014E	
11/03/17	02:29:17	8283	5.18	264	3.71	63	214	6.67	276	5.20	64	4530.1650N	1329.8032E	
11/03/17	02:29:18	8284	5.02	264	3.70	60	214	6.54	274	5.00	60	4530.1655N	1329.8047E	
11/03/17	02:29:19	8285	5.00	263	3.79	59	215	6.63	274	5.00	59	4530.1660N	1329.8062E	
11/03/17	02:29:20	8286	5.09	262	3.89	60	214	6.82	275	5.10	61	4530.1670N	1329.8082E	
11/03/17	02:29:21	8287	5.10	258	3.81	61	212	6.95	274	5.10	62	4530.1675N	1329.8099E	
11/03/17	02:29:22	8288	5.10	258	3.80	62	212	6.96	274	5.10	62	4530.1685N	1329.8123E	
11/03/17	02:29:23	8289	5.01	254	3.80	61	211	7.06	272	5.00	61	4530.1689N	1329.8141E	
11/03/17	02:29:24	8290	5.00	253	3.89	60	211	7.17	271	4.90	60	4530.1694N	1329.8156E	
11/03/17	02:29:25	8291	5.00	248	3.90	59	209	7.42	268	5.00	59	4530.1699N	1329.8175E	
11/03/17	02:29:26	8292	5.00	247	3.90	58	209	7.44	266	5.10	58	4530.1714N	1329.8188E	
11/03/17	02:29:27	8293	5.18	250	3.72	56	208	7.35	265	5.20	57	4530.1729N	1329.8201E	
11/03/17	02:29:28	8294	5.20	255	3.61	57	210	7.04	267	5.20	58	4530.1733N	1329.8217E	
11/03/17	02:29:29	8295	5.11	256	3.60	58	210	6.93	269	5.10	59	4530.1733N	1329.8237E	
11/03/17	02:29:30	8296	5.01	257	3.51	60	210	6.74	271	5.10	61	4530.1743N	1329.8257E	
11/03/17	02:29:32	8297	5.09	251	3.68	62	209	7.20	271	5.10	62	4530.1748N	1329.8278E	
11/03/17	02:29:33	8298	5.10	250	3.70	63	209	7.25	271	5.10	63	4530.1748N	1329.8297E	
11/03/17	02:29:34	8299	4.92	245	3.52	60	206	7.17	266	4.90	60	4530.1758N	1329.8313E	
11/03/17	02:29:35	8300	4.90	244	3.32	56	205	7.02	262	4.80	56	4530.1768N	1329.8334E	
11/03/17	02:29:36	8301	4.81	244	3.30	56	205	6.93	261	4.80	56	4530.1777N	1329.8348E	
11/03/17	02:29:37	8302	4.89	246	3.12	55	205	6.79	260	4.90	55	4530.1787N	1329.8359E	
11/03/17	02:29:38	8303	4.90	246	3.10	53	205	6.78	258	4.90	53	4530.1797N	1329.8374E	
11/03/17	02:29:39	8304	4.90	252	3.01	53	206	6.48	259	4.90	53	4530.1807N	1329.8389E	
11/03/17	02:29:40	8305	4.99	259	3.00	54	208	6.29	262	5.00	54	4530.1816N	1329.8406E	
11/03/17	02:29:41	8306	5.00	264	3.18	53	211	6.18	263	5.00	53	4530.1831N	1329.8423E	
11/03/17	02:29:42	8307	5.09	265	3.20	50	211	6.25	261	5.10	50	4530.1841N	1329.8438E	
11/03/17	02:29:43	8308	5.19	264	3.47	51	212	6.53	263	5.20	52	4530.1851N	1329.8452E	
11/03/17	02:29:44	8309	5.20	266	3.50	51	213	6.47	263	5.20	51	4530.1865N	1329.8470E	
11/03/17	02:29:45	8310	5.11	266	3.50	51	213	6.39	264	5.10	52	4530.1870N	1329.8488E	
11/03/17	02:29:46	8311	5.01	270	3.68	54	216	6.24	270	5.00	54	4530.1880N	1329.8502E	
11/03/17	02:29:47	8312	5.00	265	3.70	55	215	6.50	269	5.00	56	4530.1890N	1329.8519E	
11/03/17	02:29:48	8313	5.09	262	3.88	57	214	6.80	271	5.20	58	4530.1895N	1329.8535E	
11/03/17	02:29:49	8314	5.28	262	3.90	60	214	6.98	274	5.40	61	4530.1899N	1329.8555E	
11/03/17	02:29:50	8315	5.48	250	3.90	65	208	7.72	273	5.40	66	4530.1899N	1329.8574E	
11/03/17	02:29:51	8316	5.32	243	3.72	68	205	7.76	274	5.20	69	4530.1909N	1329.8594E	
11/03/17	02:29:52	8317	5.12	242	3.70	71	206	7.60	277	5.10	72	4530.1909N	1329.8617E	
11/03/17	02:29:53	8318	4.92	234	3.52	73	202	7.55	275	4.90	74	4530.1914N	1329.8636E	
11/03/17	02:29:54	8319	4.72	233	3.50	73	202	7.38	276	4.60	74	4530.1919N	1329.8654E	
11/03/17	02:29:55	8320	4.52	233	3.50	72	203	7.19	275	4.40	72	4530.1924N	1329.8669E	
11/03/17	02:29:56	8321	4.50	223	3.23	72	198	7.21	269	4.50	72	4530.1929N	1329.8687E	
11/03/17	02:29:57	8322	4.59	222	3.20	71	197	7.29	268	4.70	71	4530.1929N	1329.8702E	
11/03/17	02:29:58	8323	4.69	222	3.20	69	197	7.38	266	4.70	69	4530.1934N	1329.8719E	
11/03/17	02:29:59	8324	4.61	234	0.32	67	183	4.81	250	4.60	66	4530.1938N	1329.8737E	
11/03/17	02:30:00	8325	4.60	235	0.03	62	180	4.62	242	4.60	61	4530.1948N	1329.8752E	
11/03/17	02:30:01	8326	4.60	243	0.45	61	185	4.82	246	4.50	61	4530.1953N	1329.8768E	
11/03/17	02:30:02	8327	4.51	244	0.50	60	185	4.75	245	4.50	58	4530.1958N	1329.8783E	
11/03/17	02:30:03	8328	4.50	252	1.67	59	198	5.26	256	4.50	58	4530.1963N	1329.8798E	
11/03/17	02:30:04	8329	4.59	253	1.79	60	198	5.39	258	4.60	60	4530.1973N	1329.8812E	
11/03/17	02:30:05	8330	4.69	247	2.25	62	200	5.95	262	4.70	62	4530.1973N	1329.8827E	
11/03/17	02:30:06	8331	4.88	245	2.56	62	201	6.39	263	4.90	67	4530.1978N	1329.8846E	
11/03/17	02:30:07	8332	4.90	245	2.60	69	201	6.44	271	4.90	70	4530.1978N	1329.8872E	
11/03/17	02:30:08	8333	4.63	238	2.69	67	201	6.48	268	4.60	67	4530.1982N	1329.8893E	
11/03/17	02:30:09	8334	4.51	237	2.70	67	201	6.39	268	4.50	70	4530.1987N	1329.8912E	
11/03/17	02:30:10	8335	4.50	234	2.79	70	200	6.53	271	4.50	71	4530.1992N	1329.8932E	
11/03/17	02:30:11	8336	4.68	234	2.80	72	200	6.72	272	4.70	72	4530.1992N	1329.8951E	
11/03/17	02:30:12	8337	4.70	235	2.71	72	200	6.64	272	4.70	70	4530.1997N	1329.8973E	
11/03/17	02:30:13	8338	4.43	235	2.70	69	200	6.38	270	4.40	69	4530.2002N	1329.8988E	
11/03/17	02:30:14	8339	4.31	235	2.61	68	200	6.19	268	4.30	68	4530.2007N	1329.9003E	
11/03/17	02:30:15	8340	4.30	235	2.60	68	200	6.17	268	4.30	66	4530.2012N	1329.9017E	
11/03/17	02:30:16	8341	4.21	237	2.42	65	200	5.89	265	4.20	64	4530.2021N	1329.9033E	
11/03/17	02:30:17	8342	4.11	237	2.40	63	200	5.78	264	4.10	63	4530.2026N	1329.9048E	
11/03/17	02:30:18	8343	4.10	240	2.31	63	201	5.63	264	4.10	61	4530.2031N	1329.9062E	
11/03/17	02:30:19	8344	4.19	240	2.30	60	200	5.70	261	4.20	60	4530.2036N	1329.9078E	
11/03/17	02:30:20	8345	4.29	241	2.30	62	200	5.77	262	4.30	62	4530.2041N	1329.9095E	
11/03/17	02:30:21	8346	4.21	235	2.39	62	199	5.92	261	4.10	62	4530.2046N	1329.9110E	
11/03/17	02:30:22	8347	4.11	234	2.40	63	199	5.85	262	4.00	63	4530.2051N	1329.9126E	
11/03/17	02:30:23	8348	4.01	236	2.49	61	201	5.79	261	3.90	60	4530.2056N	1329.9132E	
11/03/17	02:30:24	8349	4.09	236	2.50	60	201	5.87	261	4.10	57	4530.2065N	1329.9142E	
11/03/17	02:30:25	8350	4.28	237	2.50	59	200	6.02	260	4.30	59	4530.2075N	1329.9152E	
11/03/17	02:30:26	8351	4.30	237	2.50	59	200	6.04	259	4.30	57	4530.2085N	1329.9166E	
11/03/17	02:30:27	8352	4.39	242	0.25	57	183	4.51	240	4.40	59	4530.2090N	1329.9178E	
11/03/17	02:30:28	8353	4.58	243	0.02	59	180	4.59	239	4.60	61	4530.2095N	1329.9194E	
11/03/17	02:30:29	8354	4.60	244	0.72	61	188	4.96	248	4.60	59	4530.2095N	1329.9211E	
11/03/17	02:30:30	8355	4.69	248	1.15	60	192	5.24	251	4.70	60	4530.2104N	1329.9229E	
11/03/17	02:30:31	8356	4.70	248	1.20	60	192	5.27	253	4.70	60	4530.2109N	1329.9246E	
11/03/17	02:30:32	8357	4.79	249	2.01	60	199	5.82	259	4.80	60	4530.2114N	1329.9263E	
11/03/17	02:30:34	8358	4.98	249	2.09	63	199	6.05	262	5.00	63	4530.2119N	1329.9281E	
11/03/17	02:30:35	8359	5.09	248	2.46	64	201	6.42	265	5.10	64	4530.2124N	1329.9301E	
11/03/17	02:30:36	8360	5.19	247	2.77	65	202	6.76	267	5.20	65	4530.2134N	1329.9320E	
11/03/17	02:30:37	8361	5.20	247	2.80	64	202	6.80	266	5.20	64	4530.2144N	1329.9341E	
11/03/17	02:30:38	8362	5.29	246	3.07	65	203	7.11	268	5.30	65	4530.2148N	1329.9360E	
11/03/17	02:30:39	8363	5.21	246	3.10	66	204	7.06	270	5.20	67	4530.2153N	1329.9381E	
11/03/17	02:30:40	8364	5.11	246	3.10	67	204	6.97	271	5.00	67	4530.2163N	1329.9399E	
11/03/17	02:30:41	8365	4.92	249	3.19	68	206	6.77	274	4.80	68	4530.2173N	1329.9417E	
11/03/17	02:30:42	8366	4.72	241	3.29	68	204	6.95	272	4.60	68	4530.2173N	1329.9435E	
11/03/17	02:30:43	8367	4.61	240	3.30	68	205	6.88	273	4.60	68	4530.2178N	1329.9451E	
11/03/17	02:30:44	8368	4.69	236	3.21	69	202	7.00	272	4.70	70	4530.2183N	1329.9468E	
11/03/17	02:30:45	8369	4.70	233	3.11	69	201	7.02	270	4.70	69	4530.2188N	1329.9487E	
11/03/17	02:30:46	8370	4.61	233	3.10	69	201	6.93	270	4.60	69	4530.2188N	1329.9507E	
11/03/17	02:30:47	8371	4.60	229	3.01	69	199	6.97	268	4.60	69	4530.2188N	1329.9525E	
11/03/17	02:30:48	8372	4.33	228	3.00	66	199	6.72	265	4.30	66	4530.2192N	1329.9540E	
11/03/17	02:30:49	8373	4.48	228	3.00	66	199	6.86	265	4.50	66	4530.2197N	1329.9554E	
11/03/17	02:30:50	8374	4.50	228	2.82	66	198	6.72	264	4.40	66	4530.2202N	1329.9572E	
11/03/17	02:30:51	8375	4.50	236	2.62	63	200	6.35	263	4.50	63	4530.2207N	1329.9587E	
11/03/17	02:30:52	8376	4.50	237	2.60	65	200	6.31	265	4.50	65	4530.2212N	1329.9606E	
11/03/17	02:30:53	8377	4.50	241	2.69	64	202	6.28	266	4.50	64	4530.2217N	1329.9624E	
11/03/17	02:30:54	8378	4.59	241	2.70	62	202	6.35	263	4.60	62	4530.2222N	1329.9642E	
11/03/17	02:30:55	8379	4.51	249	2.52	62	204	5.90	265	4.50	62	4530.2227N	1329.9655E	
11/03/17	02:30:56	8380	4.59	250	2.50	58	203	5.94	261	4.50	58	4530.2236N	1329.9666E	
11/03/17	02:30:57	8381	4.60	254	2.50	57	205	5.79	261	4.60	57	4530.2246N	1329.9677E	
11/03/17	02:30:58	8382	4.60	251	2.68	58	205	6.02	263	4.50	58	4530.2251N	1329.9694E	
11/03/17	02:30:59	8383	4.42	251	2.70	57	206	5.88	263	4.40	57	4530.2261N	1329.9709E	
11/03/17	02:31:00	8384	4.40	253	2.79	55	207	5.87	262	4.50	55	4530.2266N	1329.9727E	
11/03/17	02:31:01	8385	4.49	252	3.16	58	209	6.23	267	4.50	59	4530.2275N	1329.9740E	
11/03/17	02:31:02	8386	4.50	252	3.20	56	209	6.27	265	4.50	56	4530.2285N	1329.9753E	
11/03/17	02:31:03	8387	4.77	252	3.20	55	208	6.51	263	4.80	55	4530.2295N	1329.9764E	
11/03/17	02:31:04	8388	4.89	258	3.56	57	212	6.60	269	4.90	59	4530.2305N	1329.9783E	
11/03/17	02:31:05	8389	4.81	252	3.51	58	209	6.78	268	4.80	60	4530.2305N	1329.9801E	
11/03/17	02:31:06	8390	4.80	257	3.59	60	212	6.59	272	4.80	62	4530.2310N	1329.9818E	
11/03/17	02:31:07	8391	4.71	258	3.60	61	213	6.50	274	4.70	65	4530.2314N	1329.9836E	
11/03/17	02:31:08	8392	4.70	254	4.05	64	214	6.98	278	4.70	64	4530.2319N	1329.9855E	
11/03/17	02:31:09	8393	4.79	253	4.00	64	213	7.08	277	4.80	66	4530.2319N	1329.9875E	
11/03/17	02:31:10	8394	4.71	252	3.91	65	212	6.98	278	4.70	65	4530.2324N	1329.9895E	
11/03/17	02:31:11	8395	4.61	252	3.90	64	213	6.90	277	4.60	60	4530.2334N	1329.9915E	
11/03/17	02:31:12	8396	4.69	251	3.81	60	211	6.94	271	4.70	58	4530.2339N	1329.9929E	
11/03/17	02:31:13	8397	4.79	254	3.62	58	211	6.77	269	4.80	57	4530.2354N	1329.9938E	
11/03/17	02:31:14	8398	4.89	254	3.60	57	210	6.83	267	4.90	57	4530.2363N	1329.9946E	
11/03/17	02:31:15	8399	4.81	254	3.60	56	211	6.76	267	4.80	58	4530.2373N	1329.9960E	
11/03/17	02:31:16	8400	4.62	260	3.51	58	214	6.26	271	4.60	61	4530.2378N	1329.9976E	
11/03/17	02:31:17	8401	4.51	261	3.50	60	214	6.13	275	4.50	59	4530.2383N	1329.9995E	
11/03/17	02:31:18	8402	4.50	251	3.68	59	211	6.67	270	4.50	58	4530.2388N	1330.0010E	
11/03/17	02:31:19	8403	4.59	250	3.70	58	211	6.80	269	4.60	56	4530.2402N	1330.0026E	
11/03/17	02:31:20	8404	4.78	252	3.52	56	210	6.76	266	4.80	54	4530.2412N	1330.0043E	
11/03/17	02:31:21	8405	4.80	254	3.23	54	209	6.49	262	4.80	53	4530.2427N	1330.0061E	
11/03/17	02:31:22	8406	4.98	258	3.29	53	210	6.50	263	5.00	54	4530.2437N	1330.0076E	
11/03/17	02:31:23	8407	4.91	259	3.30	54	210	6.42	264	4.90	54	4530.2451N	1330.0089E	
11/03/17	02:31:24	8408	4.90	254	3.48	54	210	6.76	263	4.90	54	4530.2461N	1330.0105E	
11/03/17	02:31:25	8409	4.99	251	3.59	53	209	7.02	262	5.10	54	4530.2471N	1330.0121E	
11/03/17	02:31:26	8410	5.09	251	3.60	54	209	7.12	262	5.10	55	4530.2480N	1330.0140E	
11/03/17	02:31:27	8411	5.19	253	3.51	55	208	7.07	263	5.20	58	4530.2485N	1330.0161E	
11/03/17	02:31:28	8412	5.20	253	3.77	57	210	7.26	267	5.20	60	4530.2490N	1330.0181E	
11/03/17	02:31:29	8413	5.11	252	4.07	59	211	7.45	270	5.10	62	4530.2490N	1330.0201E	
11/03/17	02:31:30	8414	4.92	252	4.10	61	212	7.31	273	4.90	62	4530.2495N	1330.0222E	
11/03/17	02:31:31	8415	4.90	244	3.92	61	208	7.50	269	4.90	61	4530.2500N	1330.0240E	
11/03/17	02:31:32	8416	4.90	248	3.54	62	208	7.06	269	4.90	62	4530.2505N	1330.0258E	
11/03/17	02:31:33	8417	4.90	248	3.50	64	208	7.01	272	4.90	64	4530.2505N	1330.0277E	
11/03/17	02:31:34	8418	4.72	246	3.41	67	207	6.85	274	4.70	68	4530.2505N	1330.0295E	
11/03/17	02:31:36	8419	4.61	246	3.40	67	207	6.75	274	4.60	67	4530.2510N	1330.0312E	
11/03/17	02:31:37	8420	4.51	247	3.22	65	207	6.49	272	4.50	65	4530.2515N	1330.0326E	
11/03/17	02:31:38	8421	4.41	247	3.20	63	207	6.38	270	4.40	63	4530.2524N	1330.0339E	
11/03/17	02:31:39	8422	4.49	237	3.11	58	203	6.71	261	4.50	57	4530.2534N	1330.0352E	
11/03/17	02:31:40	8423	4.59	242	2.92	56	203	6.51	260	4.60	56	4530.2539N	1330.0364E	
11/03/17	02:31:41	8424	4.69	242	2.90	56	203	6.57	259	4.70	56	4530.2549N	1330.0380E	
11/03/17	02:31:42	8425	4.70	243	3.08	58	204	6.69	262	4.70	58	4530.2554N	1330.0399E	
11/03/17	02:31:43	8426	4.61	246	3.37	59	207	6.74	266	4.50	59	4530.2559N	1330.0417E	
11/03/17	02:31:44	8427	4.51	250	3.40	59	210	6.49	269	4.50	60	4530.2563N	1330.0435E	
11/03/17	02:31:45	8428	4.59	251	3.40	60	209	6.54	269	4.60	60	4530.2568N	1330.0450E	
11/03/17	02:31:46	8429	4.60	250	3.31	60	209	6.52	268	4.60	60	4530.2578N	1330.0466E	
11/03/17	02:31:47	8430	4.69	258	3.21	58	210	6.21	268	4.70	58	4530.2588N	1330.0482E	
11/03/17	02:31:48	8431	4.70	259	3.20	59	211	6.17	269	4.70	59	4530.2593N	1330.0498E	
11/03/17	02:31:49	8432	4.70	261	3.20	59	211	6.09	271	4.70	60	4530.2598N	1330.0518E	
11/03/17	02:31:50	8433	4.43	261	3.20	59	213	5.86	272	4.30	60	4530.2607N	1330.0533E	
11/03/17	02:31:51	8434	4.31	261	3.02	57	212	5.64	269	4.20	57	4530.2612N	1330.0544E	
11/03/17	02:31:52	8435	4.30	261	3.00	55	212	5.62	267	4.40	55	4530.2622N	1330.0563E	
11/03/17	02:31:53	8436	4.48	260	3.00	58	211	5.80	268	4.40	58	4530.2627N	1330.0579E	
11/03/17	02:31:54	8437	4.41	255	2.82	59	208	5.83	266	4.40	59	4530.2632N	1330.0592E	
11/03/17	02:31:55	8438	4.40	254	2.80	60	208	5.83	268	4.40	60	4530.2642N	1330.0609E	
11/03/17	02:31:56	8439	4.49	255	3.07	58	209	6.06	267	4.60	58	4530.2651N	1330.0625E	
11/03/17	02:31:57	8440	4.68	248	3.37	56	208	6.72	263	4.80	56	4530.2661N	1330.0642E	
11/03/17	02:31:58	8441	4.79	252	3.13	56	207	6.46	264	4.80	57	4530.2666N	1330.0660E	
11/03/17	02:31:59	8442	4.71	253	3.10	55	208	6.35	263	4.80	55	4530.2676N	1330.0676E	
11/03/17	02:32:00	8443	4.70	254	3.19	55	209	6.37	264	4.70	55	4530.2681N	1330.0695E	
11/03/17	02:32:01	8444	4.61	254	3.56	56	211	6.56	268	4.60	57	4530.2690N	1330.0708E	
11/03/17	02:32:02	8445	4.69	256	3.60	55	212	6.57	267	4.70	55	4530.2700N	1330.0720E	
11/03/17	02:32:03	8446	4.70	253	3.60	56	211	6.69	267	4.70	56	4530.2705N	1330.0737E	
11/03/17	02:32:04	8447	4.70	253	3.60	56	211	6.70	267	4.70	56	4530.2710N	1330.0760E	
11/03/17	02:32:05	8448	4.70	253	3.51	57	210	6.64	267	4.70	57	4530.2720N	1330.0775E	
11/03/17	02:32:06	8449	4.79	250	3.77	56	210	7.02	267	4.80	57	4530.2725N	1330.0792E	
11/03/17	02:32:07	8450	4.89	250	3.80	58	210	7.14	268	4.90	57	4530.2729N	1330.0808E	
11/03/17	02:32:08	8451	4.99	245	3.71	57	207	7.38	264	5.00	59	4530.2739N	1330.0825E	
11/03/17	02:32:09	8452	5.09	252	3.61	58	209	7.08	267	5.10	61	4530.2744N	1330.0841E	
11/03/17	02:32:10	8453	5.01	252	3.60	61	209	7.01	270	5.00	62	4530.2749N	1330.0857E	
11/03/17	02:32:11	8454	4.73	252	3.60	61	210	6.77	272	4.70	59	4530.2754N	1330.0869E	
11/03/17	02:32:12	8455	4.70	259	3.51	59	213	6.37	271	4.70	57	4530.2764N	1330.0883E	
11/03/17	02:32:13	8456	4.70	260	3.50	57	213	6.33	270	4.70	60	4530.2769N	1330.0896E	
11/03/17	02:32:14	8457	4.70	256	3.41	59	211	6.42	271	4.70	58	4530.2778N	1330.0912E	
