----------------------------- log1Hz20170311_1212 --------------------------  
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine  
11/03/17	01:05:44	3345	4.81	338	11.61	315	324	7.37	279	4.80	317	4531.3306N	1332.9783E	
11/03/17	01:05:45	3346	4.98	338	11.60	315	323	7.23	279	5.00	318	4531.3315N	1332.9771E	
11/03/17	01:05:46	3347	4.91	337	11.60	315	322	7.33	277	4.90	318	4531.3325N	1332.9756E	
11/03/17	01:05:47	3348	4.90	337	11.69	316	322	7.43	278	4.90	318	4531.3335N	1332.9742E	
11/03/17	01:05:48	3349	4.99	337	11.61	317	321	7.28	278	5.00	320	4531.3345N	1332.9729E	
11/03/17	01:05:49	3350	5.00	337	11.60	318	321	7.27	279	5.00	320	4531.3354N	1332.9716E	
11/03/17	01:05:50	3351	4.91	336	11.60	318	320	7.38	279	4.90	321	4531.3364N	1332.9703E	
11/03/17	01:05:51	3352	4.99	337	11.51	317	321	7.19	278	5.00	320	4531.3379N	1332.9688E	
11/03/17	01:05:52	3353	5.00	337	11.41	318	321	7.08	279	5.10	321	4531.3389N	1332.9674E	
11/03/17	01:05:53	3354	5.00	337	11.40	318	321	7.07	279	5.00	320	4531.3403N	1332.9659E	
11/03/17	01:05:54	3355	5.00	337	11.40	318	321	7.07	279	5.10	320	4531.3408N	1332.9644E	
11/03/17	01:05:55	3356	5.09	338	11.49	318	322	7.04	280	5.10	321	4531.3423N	1332.9634E	
11/03/17	01:05:57	3357	5.10	338	11.59	319	322	7.12	281	5.10	321	4531.3433N	1332.9623E	
11/03/17	01:05:57	3358	5.19	338	11.60	318	322	7.06	280	5.20	321	4531.3447N	1332.9612E	
11/03/17	01:06:00	3359	5.20	339	11.69	318	324	7.09	281	5.10	320	4531.3457N	1332.9602E	
11/03/17	01:06:00	3360	5.11	340	11.70	316	326	7.12	282	5.10	318	4531.3467N	1332.9590E	
11/03/17	01:06:00	3361	5.01	340	11.70	316	326	7.20	282	5.00	318	4531.3472N	1332.9578E	
11/03/17	01:06:01	3362	4.91	340	11.88	316	327	7.46	283	4.80	318	4531.3477N	1332.9565E	
11/03/17	01:06:02	3363	4.90	340	12.08	316	327	7.66	283	4.90	318	4531.3486N	1332.9552E	
11/03/17	01:06:03	3364	4.99	340	12.19	316	327	7.69	283	5.00	319	4531.3496N	1332.9536E	
11/03/17	01:06:04	3365	5.00	340	12.20	316	327	7.69	283	5.00	319	4531.3511N	1332.9525E	
11/03/17	01:06:05	3366	5.09	339	12.20	317	325	7.66	282	5.10	319	4531.3521N	1332.9510E	
11/03/17	01:06:06	3367	5.10	339	12.11	317	325	7.57	282	5.10	320	4531.3535N	1332.9496E	
11/03/17	01:06:07	3368	5.19	340	12.10	318	326	7.44	284	5.10	320	4531.3545N	1332.9482E	
11/03/17	01:06:08	3369	5.20	340	12.10	319	326	7.43	286	5.10	322	4531.3560N	1332.9469E	
11/03/17	01:06:09	3370	5.20	340	11.83	320	326	7.17	285	5.20	322	4531.3569N	1332.9457E	
11/03/17	01:06:10	3371	5.11	340	11.80	317	326	7.22	283	5.10	320	4531.3579N	1332.9443E	
11/03/17	01:06:11	3372	5.01	340	11.80	317	326	7.30	283	5.00	319	4531.3589N	1332.9431E	
11/03/17	01:06:12	3373	5.00	340	11.80	317	326	7.30	283	5.00	318	4531.3599N	1332.9419E	
11/03/17	01:06:14	3374	5.00	339	11.89	316	325	7.44	281	4.90	318	4531.3608N	1332.9408E	
11/03/17	01:06:15	3375	4.91	339	11.90	316	325	7.52	282	4.90	319	4531.3618N	1332.9396E	
11/03/17	01:06:16	3376	4.90	338	11.81	317	324	7.49	281	4.90	320	4531.3628N	1332.9384E	
11/03/17	01:06:17	3377	4.90	338	11.71	316	324	7.40	280	4.90	319	4531.3643N	1332.9366E	
11/03/17	01:06:19	3378	4.99	338	11.70	316	323	7.32	280	4.90	319	4531.3652N	1332.9354E	
11/03/17	01:06:19	3379	4.91	338	11.70	317	324	7.38	281	4.90	320	4531.3662N	1332.9343E	
11/03/17	01:06:20	3380	4.90	339	11.79	317	325	7.43	282	5.00	319	4531.3672N	1332.9331E	
11/03/17	01:06:21	3381	4.99	340	11.98	316	327	7.49	283	5.00	318	4531.3687N	1332.9323E	
11/03/17	01:06:22	3382	5.09	340	12.00	315	326	7.42	281	5.10	317	4531.3696N	1332.9308E	
11/03/17	01:06:23	3383	5.10	340	12.18	311	327	7.59	278	5.10	313	4531.3706N	1332.9294E	
11/03/17	01:06:25	3384	5.10	340	12.29	311	327	7.70	278	5.10	313	4531.3716N	1332.9283E	
11/03/17	01:06:25	3385	5.01	339	12.39	312	326	7.91	278	5.00	315	4531.3726N	1332.9271E	
11/03/17	01:06:28	3386	5.00	339	12.40	314	326	7.93	279	5.00	316	4531.3735N	1332.9258E	
11/03/17	01:06:28	3387	5.00	340	12.40	314	327	7.89	281	5.00	317	4531.3745N	1332.9246E	
11/03/17	01:06:28	3388	5.00	339	12.31	315	326	7.84	281	4.90	317	4531.3755N	1332.9232E	
11/03/17	01:06:29	3389	4.91	340	12.30	314	328	7.87	282	4.90	317	4531.3765N	1332.9218E	
11/03/17	01:06:30	3390	4.90	340	12.30	315	328	7.88	282	4.90	317	4531.3774N	1332.9205E	
11/03/17	01:06:31	3391	4.90	341	12.21	315	329	7.75	284	4.90	318	4531.3784N	1332.9189E	
11/03/17	01:06:32	3392	4.90	341	12.11	315	329	7.65	284	4.90	317	4531.3794N	1332.9175E	
11/03/17	01:06:33	3393	4.90	341	12.10	314	329	7.64	283	4.90	316	4531.3804N	1332.9160E	
11/03/17	01:06:34	3394	4.99	340	12.01	314	327	7.51	281	4.90	317	4531.3813N	1332.9144E	
11/03/17	01:06:35	3395	4.91	340	12.00	315	327	7.58	282	4.90	318	4531.3823N	1332.9131E	
11/03/17	01:06:36	3396	4.99	338	11.82	316	324	7.42	280	5.00	318	4531.3838N	1332.9117E	
11/03/17	01:06:37	3397	5.27	338	11.80	316	322	7.19	278	5.20	318	4531.3848N	1332.9104E	
11/03/17	01:06:39	3398	5.21	337	11.80	316	321	7.29	277	5.20	318	4531.3862N	1332.9092E	
11/03/17	01:06:39	3399	5.11	339	11.62	314	324	7.10	278	5.10	316	4531.3872N	1332.9082E	
11/03/17	01:06:41	3400	5.10	338	11.69	314	323	7.22	277	5.00	317	4531.3882N	1332.9071E	
11/03/17	01:06:41	3401	5.01	338	11.70	313	323	7.30	276	5.10	315	4531.3892N	1332.9059E	
11/03/17	01:06:42	3402	5.09	339	11.79	314	324	7.27	278	5.10	316	4531.3906N	1332.9045E	
11/03/17	01:06:43	3403	5.10	338	11.89	315	323	7.41	278	5.10	318	4531.3916N	1332.9031E	
11/03/17	01:06:44	3404	5.10	338	11.81	315	323	7.33	278	5.00	317	4531.3926N	1332.9019E	
11/03/17	01:06:45	3405	5.01	338	11.80	316	323	7.40	279	5.00	318	4531.3936N	1332.9005E	
11/03/17	01:06:46	3406	4.91	340	11.89	316	327	7.48	283	4.90	319	4531.3945N	1332.8992E	
11/03/17	01:06:47	3407	4.99	338	11.81	315	324	7.41	279	5.00	318	4531.3955N	1332.8979E	
11/03/17	01:06:48	3408	5.00	337	11.71	315	322	7.37	277	5.10	317	4531.3965N	1332.8965E	
11/03/17	01:06:49	3409	5.09	337	11.70	314	321	7.29	275	5.10	316	4531.3975N	1332.8951E	
11/03/17	01:06:50	3410	5.10	337	11.79	314	321	7.37	275	5.00	317	4531.3984N	1332.8934E	
11/03/17	01:06:51	3411	5.10	337	11.71	313	321	7.29	274	5.10	316	4531.3994N	1332.8921E	
11/03/17	01:06:52	3412	4.92	337	11.70	313	322	7.43	275	4.90	315	4531.4004N	1332.8907E	
11/03/17	01:06:53	3413	4.90	340	11.70	312	326	7.30	278	4.90	314	4531.4014N	1332.8896E	
11/03/17	01:06:54	3414	4.81	340	11.70	312	327	7.37	279	4.80	314	4531.4019N	1332.8883E	
11/03/17	01:06:55	3415	4.80	339	11.79	313	326	7.50	279	4.80	317	4531.4028N	1332.8868E	
11/03/17	01:06:56	3416	4.71	339	11.71	314	326	7.50	280	4.70	320	4531.4038N	1332.8855E	
11/03/17	01:06:57	3417	4.70	339	11.61	317	326	7.42	283	4.70	319	4531.4053N	1332.8842E	
11/03/17	01:06:58	3418	4.97	339	11.60	317	325	7.19	281	5.00	319	4531.4062N	1332.8828E	
11/03/17	01:06:59	3419	5.00	339	11.51	316	324	7.08	281	5.00	320	4531.4072N	1332.8815E	
11/03/17	01:07:00	3420	5.09	339	11.68	318	324	7.17	282	5.10	318	4531.4082N	1332.8801E	
11/03/17	01:07:01	3421	5.19	339	11.70	316	324	7.10	280	5.20	319	4531.4092N	1332.8789E	
11/03/17	01:07:02	3422	5.20	338	11.88	316	323	7.32	279	5.20	317	4531.4102N	1332.8776E	
11/03/17	01:07:03	3423	5.20	339	12.08	315	324	7.46	279	5.20	316	4531.4116N	1332.8763E	
11/03/17	01:07:04	3424	5.20	339	12.19	314	325	7.57	279	5.20	315	4531.4121N	1332.8750E	
11/03/17	01:07:05	3425	5.20	339	12.20	313	325	7.58	278	5.20	315	4531.4136N	1332.8734E	
11/03/17	01:07:06	3426	5.11	339	12.29	312	325	7.74	278	5.10	317	4531.4146N	1332.8719E	
11/03/17	01:07:07	3427	5.10	339	12.39	314	326	7.84	280	5.10	316	4531.4160N	1332.8706E	
11/03/17	01:07:08	3428	5.10	339	12.49	314	326	7.94	279	5.10	317	4531.4170N	1332.8693E	
11/03/17	01:07:09	3429	5.01	339	12.50	314	326	8.03	280	5.00	316	4531.4180N	1332.8679E	
11/03/17	01:07:10	3430	5.00	339	12.41	313	326	7.95	279	5.00	318	4531.4189N	1332.8665E	
11/03/17	01:07:11	3431	5.09	338	12.31	315	324	7.82	279	5.00	322	4531.4199N	1332.8650E	
11/03/17	01:07:12	3432	5.10	338	12.12	319	324	7.64	282	5.10	321	4531.4214N	1332.8634E	
11/03/17	01:07:13	3433	5.10	338	12.10	318	323	7.62	282	5.10	323	4531.4224N	1332.8621E	
11/03/17	01:07:14	3434	5.01	340	12.01	320	326	7.51	287	5.00	319	4531.4233N	1332.8605E	
11/03/17	01:07:15	3435	5.09	340	12.00	317	326	7.43	284	5.10	319	4531.4243N	1332.8590E	
11/03/17	01:07:16	3436	5.01	339	12.00	317	325	7.54	282	5.10	318	4531.4253N	1332.8575E	
11/03/17	01:07:17	3437	5.09	339	12.00	315	325	7.47	280	5.10	316	4531.4268N	1332.8560E	
11/03/17	01:07:18	3438	5.01	339	12.00	314	325	7.54	279	5.00	317	4531.4277N	1332.8547E	
11/03/17	01:07:19	3439	4.91	340	12.09	314	327	7.67	281	4.90	317	4531.4287N	1332.8536E	
11/03/17	01:07:20	3440	4.90	340	12.10	314	327	7.68	282	4.90	317	4531.4292N	1332.8523E	
11/03/17	01:07:21	3441	4.90	342	12.01	315	330	7.51	285	4.90	317	4531.4302N	1332.8510E	
11/03/17	01:07:22	3442	4.99	342	12.00	315	330	7.42	285	5.00	317	4531.4312N	1332.8497E	
11/03/17	01:07:23	3443	5.00	342	12.00	316	330	7.41	286	5.00	318	4531.4321N	1332.8483E	
11/03/17	01:07:24	3444	4.91	341	12.09	315	329	7.61	284	4.90	317	4531.4331N	1332.8470E	
11/03/17	01:07:25	3445	4.90	342	12.01	314	330	7.51	284	4.90	316	4531.4346N	1332.8456E	
11/03/17	01:07:27	3446	4.90	342	12.00	314	330	7.50	285	4.90	317	4531.4355N	1332.8442E	
11/03/17	01:07:28	3447	4.99	341	12.27	314	329	7.72	283	5.00	316	4531.4365N	1332.8428E	
11/03/17	01:07:29	3448	5.00	341	12.39	315	329	7.83	284	5.00	317	4531.4375N	1332.8416E	
11/03/17	01:07:30	3449	4.91	341	12.40	317	329	7.92	286	4.90	320	4531.4385N	1332.8401E	
11/03/17	01:07:32	3450	4.90	342	12.49	316	331	7.98	287	4.90	318	4531.4395N	1332.8387E	
11/03/17	01:07:32	3451	4.90	341	12.50	317	330	8.02	287	4.90	320	4531.4409N	1332.8375E	
11/03/17	01:07:35	3452	4.99	339	12.68	317	327	8.21	283	5.00	319	4531.4419N	1332.8361E	
11/03/17	01:07:35	3453	5.09	339	12.70	316	326	8.15	282	5.00	319	4531.4429N	1332.8348E	
11/03/17	01:07:35	3454	5.01	337	12.61	316	324	8.22	279	5.10	318	4531.4438N	1332.8335E	
11/03/17	01:07:36	3455	5.18	337	12.78	314	323	8.26	277	5.20	317	4531.4453N	1332.8318E	
11/03/17	01:07:37	3456	5.29	336	12.80	313	321	8.25	274	5.20	316	4531.4463N	1332.8300E	
